date,site,station_depth_m,sample_depth_m,sample_depth_category,local_time_eastern_time_zone,latitude_decimal_deg,longitude_decimal_deg,wind_speed_knots,wave_height_ft,sky,secchi_depth_m,sample_temperature_c,ctd_temperature_c,ctd_specific_conductivity_us_cm,ctd_beam_attenuation_m_1,ctd_transmission_pct,ctd_dissolved_oxygen_mg_l,ctd_photosynthetically_active_radiation_ue_m2_s,turbidity_ntu,particulate_microcystin_ug_l,dissolved_microcystin_ug_l,extracted_phycocyanin_ug_l,extracted_chlorophyll_a_ug_l,total_phosphorus_ug_p_l,total_dissolved_phosphorus_ug_p_l,soluble_reactive_phosphorus_ug_p_l,ammonia_ug_n_l,nitrate_nitrite_mg_n_l,urea_ug_n_l,particulate_organic_carbon_mg_l,particulate_organic_nitrogen_mg_l,dissolved_organic_carbon_mg_l,colored_dissolved_organic_material_absorbance_m_1_at_400nm,total_suspended_solids_mg_l,volatile_suspended_solids_mg_l
7/15/2013,WE2,5.1,0.75,Surface,13:44:00,41.7638,-83.3284,NA,NA,sunny,1,NA,27.8,382.2,4.3,33.9,7.7,1039.09,7.51,0.27,NA,2.88,45.92,64.22,31.08,18.3,3.57,6.171,NA,1.49,0.2,5.24,NA,9.88,3.09
7/15/2013,WE4,7.9,0.75,Surface,12:30:00,41.8277,-83.1942,NA,NA,sunny,2.5,NA,26.9,291.4,1.3,72.2,7.8,392.66,1.22,0.26,NA,1.33,17.28,15.14,6.3,0.44,1.26,0.969,NA,0.47,0.08,3.83,NA,1.74,1.03
7/15/2013,WE6,2.5,0.75,Surface,14:08:00,41.7076,-83.3833,NA,NA,partly sunny,1,NA,29.7,359.3,5,28.7,8,176.82,6.01,0.1,NA,3.46,61.41,60.36,12.9,1.49,3.24,2.574,NA,2.24,0.31,4.81,NA,10.32,5.02
7/15/2013,WE8,4.2,0.75,Surface,11:41:00,41.8333,-83.3649,NA,NA,sunny,1.5,NA,27,359.8,2.1,58.8,8,160.64,3.84,0.51,NA,5.430000000000001,34.21,41.59,23.3,1.45,15.2,2.13,NA,1.35,0.22,4.52,NA,5.78,2.79
7/15/2013,WE 2013.1,5.9,0.75,Surface,11:57:00,41.833,-83.322,NA,NA,sunny,1,NA,28.3,349.7,1.7,65.4,7.9,1481.6,32,14.28,NA,192.52,147.51,161.79,10.86,1.87,1.73,2.139,NA,11.15,1.98,4.28,NA,24.6,21.18
7/17/2013,WE2,5,0.75,Surface,13:20:00,41.7635,-83.3285,NA,NA,0.059027778,NA,NA,28,376,4.7,30.8,6.8,169.44,5.09,0.1,NA,6,40.8,NA,NA,NA,NA,NA,NA,NA,NA,5.42,NA,2.41,1.58
7/17/2013,WE4,7.8,0.75,Surface,11:50:00,41.8268,-83.1944,NA,NA,NA,NA,NA,25.7,244.6,1.7,65.8,7.9,1387.41,1.39,0.2,NA,1.6800000000000002,9.54,NA,NA,NA,NA,NA,NA,NA,NA,5.39,NA,7.71,3.59
7/17/2013,WE8,3.9,0.75,Surface,NA,41.8348,-83.3644,NA,NA,NA,NA,NA,25.7,370.2,3,47.7,7.3,95.67,5.36,0.45,NA,11.19,38.68,NA,NA,NA,NA,NA,NA,NA,NA,5.27,NA,4.9,2.42
7/17/2013,WE 2013.2,4.9,0.75,Surface,10:55:00,41.8356,-83.3441,NA,NA,NA,NA,NA,26.1,352.7,3.4,43.4,7.8,90.21,16.2,4.63,NA,26.610000000000003,76.93,NA,NA,NA,NA,NA,NA,NA,NA,5.03,NA,14.1,9.58
7/22/2013,WE2,5.4,0.75,Surface,11:50:00,41.9148,-83.3253,NA,NA,cloudy,1.4,NA,26,342.8,3.6,40.9,6.5,1039.09,6.64,0.23,NA,4.71,35.76,51.69,15.31,5.96,32.309999999999995,2.3369999999999997,NA,1.36,0.25,4.9,NA,8.57,2.79
7/22/2013,WE4,7.3,0.75,Surface,11:25:00,41.8281,-83.1966,NA,NA,cloudy,4.5,NA,21.4,236.3,0.9,80.3,6.2,392.66,0.74,0.1,NA,2.44,2.54,10.74,3.33,0.65,27.59,0.313,NA,0.22,0.04,2.4,NA,1,0.42
7/22/2013,WE6,2.3,0.75,Surface,12:19:00,41.7107,-83.3812,NA,NA,rainy,0.9,NA,22.6,387.6,7.2,16.7,7.9,1355.21,11.7,0.22,NA,7.67,117.66,95.7,23.81,10.77,10.06,6.313999999999999,NA,2.72,0.44,6.82,NA,17.16,5.9
7/22/2013,WE8,4.1,0.75,Surface,10:25:00,41.834,-83.3642,NA,NA,cloudy,2.5,NA,20.5,352.2,1.7,65.7,5.6,160.64,11,0.16,NA,1.1600000000000001,5.05,42.04,24.12,13.8,81.67999999999999,2.1559999999999997,NA,0.54,0.1,6.19,NA,4.38,1.43
7/29/2013,WE2,5.1,0.75,Surface,09:02:00,41.7642,-83.3278,NA,NA,cloudy,1.7,NA,21.6,350.2,1.9,62.5,7.2,117.49,5.91,3.13,NA,13.450000000000001,21.02,51.71,19.1,9.01,13.56,2.546,NA,1.39,0.27,4.97,NA,4.96,2.8
7/29/2013,WE4,9.2,0.75,Surface,10:04:00,41.8266,-83.1925,NA,NA,cloudy,2.5,NA,23.3,237.6,1,77,6.1,327.48,0.68,0.1,NA,0.29000000000000004,4.4,10.71,2.59,0.25,15.68,0.29900000000000004,NA,0.21,0.04,2.26,NA,1.05,0.38
7/29/2013,WE6,2.7,0.75,Surface,09:23:00,41.7096,-83.381,NA,NA,mostly cloudy,1.9,NA,22.3,399.3,1.6,67.2,6.9,78.78,7.09,3.86,NA,21.43,15.15,73.57,48.51,30.07,18.73,6.049,NA,0.93,0.18,7.31,NA,3.86,2.09
7/29/2013,WE8,4.9,0.75,Surface,08:42:00,41.8344,-83.3627,NA,NA,cloudy,1.5,NA,22.5,367.9,2.4,55.1,6.7,123.03,5.54,2.59,NA,9.58,18.52,61.77,38.88,26.17,18.39,2.8179999999999996,NA,0.87,0.17,6.06,NA,6.01,1.86
7/30/2013,WE2,NA,0.75,Surface,NA,41.7639,-83.3274,NA,NA,NA,NA,NA,22.1,342,2.4,54.2,7.1,1129.11,7.53,8.49,NA,25.810000000000002,30.16,NA,NA,NA,NA,NA,NA,NA,NA,5.34,NA,NA,NA
7/30/2013,WE 2013.3,NA,0.75,Surface,NA,41.8261,-83.3837,NA,NA,NA,NA,NA,22.4,355.5,5,38.2,7.8,1069.8,34.5,41.47,NA,474.59,167.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/2/2013,WE 2013.4,5.9,0.75,Surface,09:32:00,41.866,-83.3003,NA,NA,partly cloudy,1.5,NA,21.8,341.1,3,47.5,6.9,196.9,15.3,4.45,NA,46.8,31.79,38.79,11.02,3.3299999999999996,6.81,1.798,NA,1.67,0.29,4.66,NA,70.6,39.3
8/5/2013,WE2,4.8,0.75,Surface,10:28:00,41.7638,-83.3298,NA,NA,partly sunny,2.6,NA,22.5,292.1,1.8,64.2,6.5,263.85,4.48,1.6,NA,14.77,19.35,23.76,6.91,0.42000000000000004,4.1899999999999995,1.035,NA,0.94,0.15,3.66,NA,3.45,1.99
8/5/2013,WE4,7.9,0.75,Surface,12:37:00,41.827,-83.1932,NA,NA,partly sunny,1.8,NA,22.4,271.9,2.3,56,7.6,739.37,4.63,1.36,NA,11.139999999999999,26.8,19.63,3.87,0.25,5.859999999999999,0.638,NA,1.32,0.18,3.24,NA,5.07,2.99
8/5/2013,WE6,2.4,0.75,Surface,10:53:00,41.7112,-83.3817,NA,NA,mostly cloudy,0.8,NA,22.6,383.5,4.4,33,8,214.72,23.5,28.52,NA,95.22,181.35,169.33,18.94,6.84,3.3899999999999997,2.388,NA,5.8,1.16,7.13,NA,21.9,16.06
8/5/2013,WE8,4.2,0.75,Surface,13:46:00,41.8341,-83.3606,NA,NA,cloudy,0.8,NA,22.3,342.8,4,36.7,6.5,156.83,12.1,6.930000000000001,NA,146.26,52,55.17,9.52,0.93,3.1,1.569,NA,3.67,0.56,4.89,NA,11.06,7.34
8/5/2013,WE 2013.5,4.8,0.75,Surface,11:54:00,41.7171,-83.3041,NA,NA,partly sunny,0.8,NA,21.9,347.1,4.1,36.2,7.7,605.23,24.5,15.99,NA,105.42,75.4,61.5,10.29,1.08,3.13,2.089,NA,3.97,0.65,5.66,NA,12.27,8.78
8/5/2013,WE 2013.6,4,0.75,Surface,13:15:00,41.9272,-83.3097,NA,NA,mostly cloudy,0.8,NA,22.4,348.4,3.4,43,7.6,316.28,10.5,6.05,NA,30.419999999999998,35.87,42.14,8.44,1.56,4.6899999999999995,1.594,NA,2.38,0.36,4.94,NA,9.23,5.24
8/5/2013,WE 2013.7,2.3,0.75,Surface,14:06:00,41.8283,-83.4046,NA,NA,cloudy,0.8,NA,22.6,329.6,5.2,27.5,7.8,162.34,45.7,21.85,NA,199.32000000000002,179.82,105.77,7.99,0.38,2.03,1.582,NA,8.69,1.36,5.03,NA,30.84,24.52
8/12/2013,WE2,4.6,0.75,Surface,10:23:00,41.7627,-83.3312,NA,NA,rainy,0.8,NA,22.9,325.5,4.1,35.5,7.8,17.15,11.2,12.29,NA,99.97,84.51,48.39,8.03,0.93,1.97,1.31,NA,3.37,0.59,5.3,NA,11.88,8.08
8/12/2013,WE4,8.3,0.75,Surface,11:34:00,41.8269,-83.1931,NA,NA,rainy,1.5,NA,22.7,290.3,2.4,54.5,7.6,49.25,3.21,3.55,NA,28.36,34.02,27.11,5.52,0.88,5.38,1.333,NA,1.93,0.32,3.77,NA,6.3,4.86
8/12/2013,WE6,2.1,0.75,Surface,10:44:00,41.7109,-83.3869,NA,NA,rainy,0.6,NA,23.4,351.7,7.1,17.2,7.7,23.87,19.9,13.209999999999999,NA,183.16,104.76,78.18,69.32,0.8300000000000001,4.74,1.288,NA,5.21,0.95,7.03,NA,22.03,16.3
8/12/2013,WE8,4,0.75,Surface,12:38:00,41.8344,-83.3632,NA,NA,rainy,0.5,NA,23.1,312.2,7.7,14.7,7.4,14.78,248,25.71,NA,483.07,156.17,162.49,7.19,0.7899999999999999,4.88,1.327,NA,26.99,4.38,5.47,NA,127,117.2
8/19/2013,WE2,4.7,0.75,Surface,10:05:00,41.7637,-83.3298,NA,NA,sunny,0.9,NA,25,308.5,5.8,23.6,7.4,84.87,18.6,4.49,NA,24.82,89.08,47.15,6.67,0.7899999999999999,2.4099999999999997,1.058,NA,3.81,0.6,5.22,NA,14.68,8.32
8/19/2013,WE4,7.9,0.75,Surface,11:09:00,41.8266,-83.1931,NA,NA,sunny,0.9,NA,23.5,281.1,4.8,30.6,7.7,862.85,15.7,2.75,NA,30.82,62.18,33.2,4.14,0.64,1,0.6619999999999999,NA,3.76,0.56,3.75,NA,11.98,8.46
8/19/2013,WE6,2.6,0.75,Surface,10:25:00,41.7145,-83.3824,NA,NA,sunny,0,NA,23.5,330.9,11.4,6.9,7.7,15.07,829,56.349999999999994,NA,3315.11,243.81,1467.61,14.4,3.68,3.16,0.5680000000000001,NA,219.34,34.68,8.7,NA,540.8,515
8/19/2013,WE8,4.4,0.75,Surface,13:35:00,41.8329,-83.3588,NA,NA,sunny,0.4,NA,24.3,295.4,7.2,16.5,7.7,107.32,26,2.71,NA,45.56,114.53,65.44,7.24,0.7899999999999999,1.6300000000000001,0.9500000000000001,NA,8.31,1.15,5.09,NA,22.25,20.1
8/19/2013,WE 2013.8,9.6,0.75,Surface,12:05:00,41.7306,-82.8961,NA,NA,sunny,0.7,NA,23.7,252.2,3.9,38.6,7.7,916.03,17.4,0.81,NA,29.9,57.27,38.43,2.39,0.61,0.35,0.21800000000000003,NA,4.64,0.72,2.9,NA,12,11.6
8/26/2013,WE2,4.7,0.75,Surface,11:03:00,41.7628,-83.3305,NA,NA,hazy,0.7,NA,24.5,274.5,6.8,18.2,7.6,117.91,14.9,5.29,NA,21.05,98.54,51.25,5.81,0.42000000000000004,1.36,0.463,NA,4.17,0.64,4.48,NA,16.64,9.06
8/26/2013,WE4,7.9,0.75,Surface,12:10:00,41.8269,-83.1936,NA,NA,hazy,1.5,NA,23.9,253.7,3,48,7.6,580.95,5.55,0.35,NA,38.720000000000006,17.85,23.69,4.35,0.63,3.11,0.368,NA,1.57,0.24,3.43,NA,5.43,3.66
8/26/2013,WE6,2.4,0.75,Surface,11:25:00,41.7121,-83.3806,NA,NA,hazy,0.5,NA,24.4,324.3,10.4,7.4,7.1,92.57,34.4,43.190000000000005,NA,104.03,118.17,90.07,8.79,0.74,2.8,0.29300000000000004,NA,6.06,1.04,6.79,NA,29.5,15.47
8/26/2013,WE8,3.9,0.75,Surface,10:35:00,41.8338,-83.3641,NA,NA,hazy,0.5,NA,23.5,300.8,8,13.5,6.9,132.79,22,6.74,NA,31.8,71.18,65.89,6.37,0.92,2.29,0.721,NA,5.03,0.81,5.75,NA,20.77,11.9
8/26/2013,WE 2013.9,7.9,0.75,Surface,12:40:00,41.9138,-83.1678,NA,NA,hazy,2,NA,23.6,220.2,3.2,48.5,7.7,498.69,2.35,0.1,NA,2.74,7.86,13.9,4.51,0.76,1.06,0.226,NA,0.46,0.07,2.34,NA,NA,NA
8/26/2013,WE 2013.10,6.3,0.75,Surface,13:15:00,41.8352,-83.2909,NA,NA,hazy,0.6,NA,22.4,292.7,6.1,21.9,7.2,157.37,18.3,2.67,NA,42.01,54.34,56.78,5.79,0.71,1.4,0.74,NA,4.83,0.73,4.51,NA,17.3,11.57
9/3/2013,WE2,4.6,0.75,Surface,10:17:00,41.7623,-83.3303,NA,NA,cloudy,0.9,NA,24.2,269.5,6,22.5,7.7,98.74,14.1,9.6,NA,22.979999999999997,78.46,48.8,4.63,0.93,1.94,0.28300000000000003,NA,3.15,0.58,4.36,NA,14.77,8.27
9/3/2013,WE4,7.9,0.75,Surface,12:01:00,41.8269,-83.1928,NA,NA,cloudy,0.9,NA,23.1,245.3,3.9,37.6,7.6,253.56,12.1,1.04,NA,21.45,42.75,34.33,2.18,0.73,1.82,0.24600000000000002,NA,2.45,0.43,3.05,NA,9,5.83
9/3/2013,WE6,2.4,0.75,Surface,11:12:00,41.711,-83.3781,NA,NA,cloudy,0.1,NA,23,297.2,19,0.9,7.3,8.92,59.5,20.779999999999998,NA,64.16,223.36,156.82,8.24,0.26,1.75,0.012,NA,9.46,1.63,5.42,NA,96.5,43.5
9/3/2013,WE8,3.9,0.75,Surface,13:20:00,41.8372,-83.3622,NA,NA,partly sunny,0.4,NA,22.2,313.7,17.8,2,7.5,86.14,28.6,5.51,NA,46.339999999999996,NA,79.92,4.47,0.25,0.59,0.449,NA,4.88,0.75,6.45,NA,22.25,12.6
9/3/2013,WE 2013.11,7.5,0.75,Surface,12:42:00,41.9209,-83.198,NA,NA,partly sunny,2.4,NA,23.2,222.8,2,60.2,7.6,1597.72,2.31,0.21000000000000002,NA,0.09,4.04,12.58,1.21,0.35,33.839999999999996,0.262,NA,0.4,0.05,2.53,NA,2.87,1.13
9/3/2013,WE 2013.12,7.7,0.75,Surface,12:24:00,41.8739,-83.2,NA,NA,partly cloudy,1.7,NA,22.9,230.9,2.6,53.3,6.4,295.86,3.01,0.6,NA,0.91,4.06,17.1,0.92,0.25,5.8,0.28400000000000003,NA,0.79,0.09,2.8,NA,4.9,2.3
9/10/2013,WE2,4.7,0.75,Surface,10:03:00,41.7631,-83.3303,NA,NA,sunny/hazy,0.3,NA,23.3,266.1,12.1,4.9,6.7,44.72,33.3,6.02,NA,59.56,114.5,81.79,4.51,0.25,0.04,0.012,NA,5.72,1.07,4.37,NA,23.68,14.64
9/10/2013,WE4,7.7,0.75,Surface,11:28:00,41.8256,-83.1949,NA,NA,sunny,0.8,NA,22.6,242.7,8.8,20.1,7.7,460.83,13.8,0.7899999999999999,NA,19.67,65.33,35.1,2.15,0.25,0.04,0.12200000000000001,NA,3.03,0.6,2.98,NA,12.88,6.44
9/10/2013,WE6,2.1,0.75,Surface,10:26:00,41.7105,-83.3817,NA,NA,sunny,0.2,NA,19,288.2,17.2,1.3,7.1,125.05,45.5,8.78,NA,49.32,121.54,120.77,7.32,0.25,0.14,0.011,NA,7.48,1.09,5.58,NA,41.13,18.33
9/10/2013,WE8,3.9,0.75,Surface,12:04:00,41.8346,-83.3625,NA,NA,sunny,0.3,NA,19.4,282.8,19,0.9,7.7,1.11,52.5,6.430000000000001,NA,227.95000000000002,203.01,119.8,5.66,0.25,0.8700000000000001,0.118,NA,10.75,1.91,5.46,NA,39.13,24.73
9/10/2013,WE 2013.14,4.2,0.75,Surface,10:50:00,41.7088,-83.3034,NA,NA,sunny,0.2,NA,17.4,282,18.8,0.9,5.3,62.38,49.4,12.12,NA,70.1,152.76,142.82,6.94,0.25,1.09,0.011,NA,10.3,1.49,5.56,NA,47.07,25.07
9/17/2013,WE2,4.8,0.75,Surface,13:04:00,41.7628,-83.33,NA,NA,sunny,0.5,NA,18.4,257.2,10.7,6.9,6.8,380.91,25.1,2.8,NA,22.71,88.21,68.75,3.63,0.25,0.48000000000000004,0.012,NA,4.14,0.69,2.32,NA,23.8,10.83
9/17/2013,WE4,7.7,0.75,Surface,11:19:00,41.826,-83.1947,NA,NA,partly cloudy,3,NA,18.8,226.6,1.9,62.6,7.3,1325.64,3.64,0.59,NA,3.44,11.73,14.52,1.41,0.25,0.97,0.20700000000000002,NA,0.68,0.12,4.75,NA,2.47,1.54
9/17/2013,WE6,2.6,0.75,Surface,12:44:00,41.7142,-83.3806,NA,NA,sunny,0.4,NA,17.1,331.9,24.9,0.2,7.3,93.08,60.6,2.4899999999999998,NA,11.55,101.44,160.37,7.14,0.25,1.1900000000000002,0.014,NA,6.92,1.06,NA,NA,63.2,18.7
9/17/2013,WE8,4,0.75,Surface,10:35:00,41.8335,-83.3649,NA,NA,cloudy,0.5,NA,17.7,288.6,15.6,2,6.9,61.62,35.8,3.04,NA,12.54,89.39,98.96,5.12,0.25,1.22,0.011,NA,5.05,0.85,5.97,NA,35.33,12.03
9/17/2013,WE 2013.15,4.6,0.75,Surface,12:20:00,41.71,-83.2914,NA,NA,sunny,0.5,NA,17.2,271.1,19.5,0.8,7.7,71.59,46.1,5.609999999999999,NA,16.07,79.25,116.74,5.26,0.25,2,0.011,NA,5.92,0.96,5.62,NA,46.35,15.9
9/23/2013,WE2,4.7,0.75,Surface,10:25:00,41.7632,-83.3321,NA,NA,mostly cloudy,0.6,NA,17.3,259.1,17.7,1.2,7.5,56.36,22,2.2800000000000002,NA,33.56,65.62,59.31,2.19,0.25,0.27,0.012,NA,3.98,0.6,5.21,NA,20.23,9.67
9/23/2013,WE4,7.9,0.75,Surface,11:36:00,41.8264,-83.1945,NA,NA,sunny,3.2,NA,16.1,222.2,4.6,55.2,7.6,1620.45,1.51,0.27,NA,0.32,3.8,10.08,0.16,0.25,12.41,0.24500000000000002,NA,0.26,0.04,3.83,NA,1.8,0.42
9/23/2013,WE6,2.6,0.75,Surface,10:49:00,41.7131,-83.384,NA,NA,mostly cloudy,0.2,NA,17.1,300.8,24.1,0.3,7.5,27.07,59.2,2.11,NA,25.82,105.95,165.92,6.43,0.25,1.1800000000000002,0.017,NA,7.63,1.18,2.17,NA,63.2,16.3
9/23/2013,WE8,4,0.75,Surface,12:10:00,41.8348,-83.3624,NA,NA,sunny,0.2,NA,15.4,264.5,21.6,0.9,7.5,59.32,30.8,4.109999999999999,NA,23.630000000000003,74.1,80.55,2.67,0.25,1.57,0.016,NA,4.77,0.68,5.43,NA,37.5,10.75
10/15/2013,WE2,4.8,0.75,Surface,10:02:00,41.7636,-83.3294,NA,NA,mostly cloudy,0.4,NA,17.6,275.9,16.8,1.6,7.5,100.28,24.6,0.41000000000000003,NA,2.2800000000000002,42.44,93.72,9.95,1.6,0.04,0.01,NA,3.83,0.51,3.98,NA,25.9,8.95
10/15/2013,WE4,7.6,0.75,Surface,12:45:00,41.8253,-83.1954,NA,NA,cloudy,1,NA,16,256.5,12.8,8.3,7.5,314.27,12.8,0.11,NA,10.98,39.44,33.74,3.22,0.8300000000000001,0.04,0.111,NA,1.88,0.34,NA,NA,8.08,3.58
10/15/2013,WE6,2.5,0.75,Surface,10:25:00,41.7146,-83.3848,NA,NA,cloudy,0.1,NA,15.1,285.3,19.9,0.7,7.8,33.84,41.7,0.5,NA,1.6400000000000001,60.36,132.67,9.5,0.76,0.04,0.009,NA,6.37,0.83,NA,NA,46.87,14.4
10/15/2013,WE8,3.9,0.75,Surface,13:21:00,41.8338,-83.3625,NA,NA,cloudy,0.4,NA,NA,265.4,18.2,1.2,7.5,59.04,30.7,0.25,NA,3.8099999999999996,52.17,105.38,8.48,1.07,0.04,0.009,NA,4.05,0.52,NA,NA,36.65,10.35
10/15/2013,WE 2013.16,NA,0.75,Surface,11:01:00,41.7042,-83.2571,NA,NA,cloudy,0.4,NA,16.5,258.5,18.9,1.1,7.5,54.63,21.6,0.24000000000000002,NA,2.09,39.07,75.96,6.2,0.69,0.04,0.009,NA,3.43,0.46,NA,NA,22.45,6.55
10/15/2013,WE 2013.17,4.4,0.75,Surface,11:40:00,41.6439,-83.1294,NA,NA,cloudy,0.6,NA,12.1,262.3,12.7,4.2,7.5,49.5,13.5,0.12000000000000001,NA,1.53,16.6,59.68,13.3,5.7,43.21,0.044,NA,2.72,0.4,NA,NA,15.88,3.88
10/15/2013,WE 2013.18,8,0.75,Surface,12:15:00,41.7415,-83.1514,NA,NA,cloudy,0.3,NA,14.1,NA,NA,NA,NA,NA,17.2,0.2,NA,11.34,41.05,44.17,4.98,0.36,0.04,0.009,NA,2.61,0.46,NA,NA,14.07,6.2
10/15/2013,WE 2013.19,4.5,0.75,Surface,10:45:00,41.7166,-83.3072,NA,NA,cloudy,0.1,NA,12.1,248.5,15.5,2.3,7.5,34.69,23.2,0.5,NA,1.12,36.53,77.55,6.04,0.45,0.04,0.009,NA,3.53,0.49,NA,NA,26.2,8.4
10/21/2013,WE2,4.5,0.75,Surface,12:43:00,41.7638,-83.3298,NA,NA,mostly sunny,0.6,NA,NA,259.9,13.3,3.6,7.5,240.04,13.7,0.1,NA,7.8,17.03,57.32,8.75,2.7600000000000002,15.59,0.015,NA,1.98,0.38,3.56,NA,15.5,4.1
10/21/2013,WE4,7.6,0.75,Surface,13:38:00,41.8261,-83.1965,NA,NA,sunny,0.6,NA,NA,258.1,17,1.4,7.4,71.29,20.7,0.1,NA,3.8099999999999996,36.86,67.71,5.98,0.88,0.04,0.009,NA,3.04,0.47,3.64,NA,21.57,7.23
10/21/2013,WE6,2.3,0.75,Surface,13:00:00,41.7144,-83.3712,NA,NA,sunny,0.6,NA,NA,375.7,13.4,4.1,7.4,261.81,23.8,0.51,NA,21.66,62.5,100.01,12,1.23,2.48,0.304,NA,3.86,0.62,5.58,NA,34,17.8
10/21/2013,WE8,3.9,0.75,Surface,14:08:00,41.8347,-83.3626,NA,NA,cloudy,0.6,NA,NA,NA,NA,NA,NA,NA,15.5,0.14,NA,2.3499999999999996,21.94,80.53,24.24,11.54,89.17999999999999,0.253,NA,1.99,0.33,5.68,NA,38.2,8.75
5/27/2014,WE2,4.9,0.75,Surface,12:47:00,41.7624,-83.3312,NA,NA,partly sunny,0.9,NA,21.4,375.6,4.9,29.6,11.7,275.65,5.44,0.1,NA,3.15,67.2,58.58,12.05,0.93,3.55,1.904,NA,2.55,0.5,5.91,NA,9.53,5.6
5/27/2014,WE4,8.1,0.75,Surface,12:14:00,41.8266,-83.195,NA,NA,partly sunny,2,NA,19.4,271.1,1,78.4,8.4,533.41,1.3,0.1,NA,0.13,5.67,10.89,3.89,0.43000000000000005,3.09,0.305,NA,0.62,0.1,3.28,NA,2.18,1.24
5/27/2014,WE6,2.6,0.75,Surface,10:47:00,41.7091,-83.3813,NA,NA,partly sunny,0.6,NA,22.1,474,8,13.5,9.7,131.55,11.2,0.12000000000000001,NA,1.97,50.62,113.26,25.59,7.91,8.75,6.555,NA,2.45,0.5,8.06,NA,18.3,6.67
5/27/2014,WE8,5.2,0.75,Surface,10:04:00,41.8192,-83.3592,NA,NA,mostly cloudy,2,NA,20.5,354.9,0.8,81.3,8.5,576.92,1.46,0.1,NA,0.21000000000000002,4.31,18.17,5.48,0.25,4.57,0.765,NA,0.49,0.09,3.92,NA,2.68,1.24
5/27/2014,WE12,7,0.75,Surface,11:16:00,41.7089,-83.2498,NA,NA,partly sunny,3,NA,19.4,257.4,0.5,88.2,8.3,772.39,1.1,0.1,NA,0.1,3.86,9.87,3.18,0.25,2.34,0.305,NA,0.39,0.07,2.81,NA,1.56,1.09
5/27/2014,WE13,8.5,0.75,Surface,11:44:00,41.743,-83.1349,NA,NA,cloudy,3,NA,18.8,255.8,0.4,91.2,9.1,641.95,0.76,0.1,NA,0.07,3.52,7.98,3.44,0.61,2.14,0.281,NA,0.46,0.07,2.78,NA,1.15,1.18
6/16/2014,WE2,5.1,0.75,Surface,10:35:00,41.7655,-83.3294,NA,NA,sunny,0.9,NA,22.4,290.6,5.6,24.6,8.9,131.38,10.1,0.1,NA,0.31,10.72,36.13,12.29,4.159999999999999,3.51,0.48300000000000004,NA,0.68,0.15,3.26,NA,10.78,1.25
6/16/2014,WE4,8.5,0.75,Surface,13:30:00,41.825,-83.1923,NA,NA,sunny,4,NA,22.5,281.7,0,99,7.2,1801.5,1.34,0.1,NA,0.44,12.26,19.71,4.4,0.25,10.41,0.47500000000000003,NA,0.84,0.13,3.24,NA,2.73,1.55
6/16/2014,WE6,2.8,0.75,Surface,11:22:00,41.7154,-83.3821,NA,NA,mostly sunny,0.4,NA,23.3,472.8,6.3,20.5,7.7,209.9,11.4,0.32,NA,1.82,23.04,57.36,15.56,2.65,1.34,2.044,NA,1.39,0.26,6.58,NA,14.37,2.53
6/16/2014,WE8,4.4,0.75,Surface,14:20:00,41.8343,-83.3604,NA,NA,sunny,1.4,NA,23.3,429,0.8,82.7,6.3,165.58,3.47,0.25,NA,1.45,5.74,55.06,37.32,24.93,102.92,2.003,NA,0.6,0.12,5.92,NA,3.82,1.07
6/16/2014,WE12,6.1,0.75,Surface,12:12:00,41.7041,-83.2561,NA,NA,mostly cloudy,0.9,NA,23.3,300.4,7.9,13.8,7.6,284.82,11.9,0.1,NA,1.06,34.37,56.77,10.54,1.11,2.14,0.545,NA,1.72,0.32,3.4,NA,16,3.48
6/16/2014,WE13,8.4,0.75,Surface,12:58:00,41.7419,-83.1392,NA,NA,mostly sunny,2,NA,22.8,304.9,1.9,62.9,6.9,1135.63,3.13,0.1,NA,0.21000000000000002,5.09,19.34,6.49,0.8300000000000001,5.39,0.48500000000000004,NA,0.46,0.08,3.46,NA,3.67,0.84
6/30/2014,WE2,4.9,0.75,Surface,10:12:00,41.7628,-83.3301,NA,NA,mostly cloudy,1.3,NA,24.7,291.5,3.1,46,8.2,313.42,4.81,0.1,NA,1.6900000000000002,19.94,26.35,6.65,0.65,8.639999999999999,0.47200000000000003,NA,0.96,0.15,3.84,NA,6.63,2.38
6/30/2014,WE4,8,0.75,Surface,12:48:00,41.8258,-83.1956,NA,NA,mostly sunny,2,NA,24.8,311.8,0.8,81.7,7.8,203.86,1.79,0.1,NA,1.59,12.93,23.75,5.7,0.27,20.650000000000002,0.612,NA,0.78,0.13,3.39,NA,3.13,2.04
6/30/2014,WE6,2.5,0.75,Surface,11:05:00,41.7167,-83.3834,NA,NA,mostly cloudy,0.9,NA,26.1,405.3,2.5,54,7.8,281.95,8.39,0.4,NA,6.57,29.81,81.27,35.74,21.71,4.35,3.8759999999999994,NA,1.15,0.24,6.49,NA,8.65,2.44
6/30/2014,WE8,4.2,0.75,Surface,13:37:00,41.8334,-83.3634,NA,NA,mostly sunny,1,NA,25.9,401,4.2,35.6,8.5,96.22,8.62,0.1,NA,4.49,35.97,69.52,19.69,8.77,4.619999999999999,3.049,NA,1.55,0.25,5.14,NA,11.58,3.84
